"","LINKCODE","CASEID","GRNID","YEAR","LANG","ITWMETHOD","GDREGION","REGLING","REGURB","TYPCOM","SIZECOM","OFS4","OFS6","OFSTXT4","OFSTXT6","TRAD3","TRAD6","TRAD12","TRAD35","RTENURE","FOUNDED","UPFUSION","UPNUMBER","UPNUMBERcorr","MERGE","HAVEDEN","BLDGTYPE","OWNBLDG","OFFMBRLIST","NUMOFFMBR","NUMTOTAL","NUMREGLR","IMPNUMREGLR","NUMADLTS","CHANGE","CHANGE10","PARISHW1","PARISHW2","LEGALDEF","RECYCLE","GRNELEC","GRNRG","CLERGONE","CLERGYOU","CLERGSEX","CLERGAGE","CLERGBORN","CLERGNAT","CLERGNAT1","CLERGNAT2","FORMLEVEL","SWISSORG","CLERGRAD","CLERFORM","CLERPAID","CLERWKPCT","CLERFT","STRGPLAN","BOARDNUM","BOARDGEN","BRDGENPCT","STAFFNUM","STAFFGEN","STAFFWMPCT","FTSTAFF","FTSTAFFWM","STFTWMPCT","FTSTFCHG","FTSTFCHG10","OUTUPSTF","OUTUPFTSTF","OUTUPWMSTF","VLTRS","WMVLTRS","LOCSERV","NUMSERV1","CVDWSHP","NUMCVDWSHP","LASTSERV","LENGTH","SERMON","SERMTIME","SINGING","SINGWAY","MUSICMIN","INSTMENT","ORGAN","PIANO","DRUMS","GUITAR","GONG","BELLS","COMNGO","RITGEST","STAND","SIT","GENDERSEP","JUMP","MEDITATE","CONGREAD","SPONPRAY","APPLAUSE","LAUGH","OVERHEAD","ROBE","RELOBJECTS","TONGUES","INERRANT","RICHFAITH","GRNWSHP","NGRNWSHP","GRNSERMON","GRNREL","NUMATTND","MAINLANG","NATLANG","OTHLANG","OTHLANG1","OTHLANG2","JOINTWOR","TRADWOR","CATHWOR","CATCHWOR","REFWOR","EVANWOR","ORTHWOR","XOTHWOR","JEWWOR","MUSLMWOR","BUDWOR","HINDWOR","KIDCLASS","FRQKIDCL","CLS13_14W1","CLS13_14W2","TEENRGLR","YTHMNSTR","YTHGRP","WOMGRP","MENGRP","CHORUS","LRNLANG","NEWMEMS","OTHTRAD","GRNGRP","OTHGRPS","POLITICS","POLSENSIB","SIGNTURE","LISSUE1","LISSUE2","LISSUE3","GRNPUB","GRNSTRIKE","GRNORGXCHNG","GRNORGA1","GRNORGA2","GRNORGA3","GRNAWR","GRNAWRBG","GRNAWRLD","CVCONTACT","CVSUPPRT","SOCLSERV","TYPSERV1","TYPSERV2","TYPSERV3","PLNTCONG","COMPRELMBR","COMPRELYNG","COMPLEISR","COMPWRK","RECRUIT","ADVERT","INVITE","RECRVISIT","RECRCONF","EMAIL","WEBSITE","WSHPWEB","SOCNETACT","DISCRIM","INCOME","CVDBFINCOM","CLERBUDG","CLERSLRY","FEMPCT","GT60PCT","LT35PCT","BAPCT","POORPCT","RICHPCT","EUCHPCT","EURNOCHPCT","SWISSPCT","MREURCTRY","MROTHREG","MBRALCMD","MBRCOHBT","MBRGAY","LDRALCMD","LDRCOHBT","LDRGAY","WMNVLTR","WMNBRD","WMNTCH","WMNPRCH","WMNLEAD","LIBCON","LIBCONDTL","THEOLOGY","THEOLOGYDTL","EVNGLCAL","CATHMVT","UPTREATED","coefRedMbrs","coefRedStf","coefSample","coefUp","w1Cong","w3AttCong","combined","STATUS"
"68",101254,5207,NA,"2022","Allemand","CATI","Suisse orientale","Région linguistique romanche","Rural","Commune rurale périphérique",2327,1211,121101,"Eglise catholique romaine","Eglise catholique romaine","Chrétiennes établies","Chrétiennes","Catholiques romaines","Catholiques romaines",2018,2015,"Non",1,1,"Non","Oui","Oui","Propriétaire","Oui",920,300,300,300,250,"A diminué de moins de 10%","S'est globalement maintenu",NA,"Oui","Association","Non","Oui","Non","Oui","Oui","Homme",52,"Pologne","Nationalité étrangère","Europe de l'Est",NA,"Université, EPF",NA,"Oui",NA,"Oui",100,NA,"Oui",5,2,40,30,27,90,1,0,0,"S’est globalement maintenu","A diminué",NA,NA,NA,15,10,9,6,"Non","Pas de célébrations religieuses virtuelles","Moins d'une semaine",50,"Oui",15,"Oui","Cantique/feuilles",10,"Oui","Oui","Non","Non","Non","Non","Non","Non","Oui","Non","Des bancs","Oui","Non","Oui","Oui","Non","Non","Oui","Non","Oui","Non","Non","Oui","Non","Oui",6,"Oui","Oui",30,"Autres","Langue principale n'est pas une langue nationale","Oui","Allemand","Italien","Oui","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Au moins une fois par semaine",NA,"Oui",30,"Oui","Oui","Oui","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non",NA,NA,NA,"Non","Non","Non",NA,NA,NA,"Oui",NA,NA,"Oui","Oui","Oui","Entraide / développement","Action sociale en Suisse","Action sociale en Suisse","Non","Pas de concurrence","Pas de concurrence","Très forte concurrence","Pas de concurrence","Oui","Non","Oui","Non","Non","Oui","Oui","Non","Non","Non",5e+05,5e+05,"Oui",88000,66,75,5,NA,0,90,NA,0,100,NA,NA,"Oui","Oui","Oui","Non","Oui","Oui","Oui","Oui","Oui","Non",NA,NA,NA,"Juste au milieu","Au millieu",NA,20,"Non",1,1,1.83833531712294,0.24953095684803,0.497992852477107,3.74301695825141,"Catholic noGreenSampling noMission noJehovah","Présente en 2009 et en 2023"
"69",101276,2014,NA,"2022","Français","CAWI","Région lémanique","Région linguistique française","Urbain","Commune urbaine d’une grande agglomération",18458,1141,114188,"Communautés pentecôtistes et charismatiques","Autres communautés pentecôtistes et charismatiques","Chrétiennes non-établies","Chrétiennes","Évangéliques (charismatique)","Pentecôtistes et autres communautés charismatiques",1997,1992,NA,NA,NA,"Non","Oui","Non","Paye un loyer","Oui",1800,1800,1800,1800,1400,"A augmenté de 10% ou plus","A augmenté de 10% ou plus",NA,"Non","Association","Non","Non","Non","Oui","Oui","Homme",51,"Suisse","Suisse","Suisse",NA,"Formation professionnelle (apprentissage, maîtrise, école professionnelle supérieure, etc.)","Suisse d'origine","Non",NA,"Oui",100,NA,"Oui",10,6,60,30,14,46.6666666666667,3,1,33.3333333333333,"A augmenté","A augmenté",NA,NA,NA,600,350,1,2,"Oui","Plus qu'une fois par semaine","Moins d'une semaine",70,"Oui",30,"Oui","Projetées",20,"Oui","Non","Oui","Oui","Oui","Non","Non","Non","Oui","Non","Des chaises","Non","Non","Non","Non","Non","Oui","Oui","Oui","Non","Non","Oui","Oui","Non","Non",NA,"Non","Non",820,"Français","Langue principale est une langue nationale","Oui","Anglais","Pas de troisième langue","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Au moins une fois par semaine",NA,"Oui",200,"Oui","Oui","Oui","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Non",NA,NA,NA,"Non","Non","Non",NA,NA,NA,"Non",NA,NA,"Oui","Non","Oui","Action sociale en Suisse",NA,"Entraide / développement","Non","Pas de concurrence","Pas de concurrence","Pas de concurrence","Pas de concurrence","Oui","Non","Oui","Non","Non","Oui","Oui","Oui","Oui","Non",NA,1312000,"Oui",1e+05,60,10,40,40,1,NA,NA,10,80,"France","Afrique subsaharienne","Oui","Oui",NA,"Oui","Non","Non","Oui","Oui","Oui","Oui","Oui","Au centre","Au centre","Plus sur l'aile conservatrice","Fortement conservatrice",NA,NA,"Non",1,1,1.3220936164155,1,1.3220936164155,16.1514130111494,"Evangelical (Charismatic) noGreenSampling noMission noJehovah","Présente en 2009 et en 2023"
"70",101448,73,NA,"2022","Allemand","CAWI","Zürich","Région linguistique allemande","Urbain","Commune urbaine d’une grande agglomération",11824,1111,111101,"Eglises nationales protestantes","Eglise évangélique réformée nationale","Chrétiennes établies","Chrétiennes","Protestantes réformées","Protestantes réformées",2005,NA,NA,NA,NA,"Oui","Oui","Oui","Propriétaire","Oui",5600,NA,NA,300,NA,"S'est globalement maintenu","A diminué de moins de 10%",NA,"Oui","Association","Non","Oui","Non","Oui","Oui","Homme",56,"Allemagne","Double nationalité","Double nationalité","Europe de l'Ouest","Université, EPF","Suisse par acquisition ou par mariage","Oui",NA,"Oui",100,NA,"Oui",9,5,55.5555555555556,30,23,76.6666666666667,3,0,0,"S’est globalement maintenu","S’est globalement maintenu",NA,NA,NA,100,85,4,3,"Oui","Entre une fois par mois et une fois par semaine","Moins d'une semaine",60,"Oui",20,"Oui","Cantique/feuilles",20,"Oui","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Des bancs","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui",1,"Oui","Oui",60,"Allemand","Langue principale est une langue nationale","Non","Pas de deuxième langue","Pas de troisième langue","Oui","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Au moins une fois par mois",NA,"Oui",100,"Oui","Oui","Oui","Non","Oui","Non","Non","Oui","Oui","Non","Oui","Non","Non",NA,NA,NA,"Non","Non","Oui","Oeku",NA,NA,"Oui",2018,"De la direction de la communauté","Oui","Oui","Oui",NA,NA,NA,"Non","Faible concurrence","Faible concurrence","Forte concurrence","Faible concurrence","Oui","Oui",NA,"Non",NA,"Oui","Oui","Oui","Oui","Non",NA,NA,"Non",140000,80,80,5,NA,NA,NA,NA,54.5,45.5,NA,NA,"Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Au centre","Au centre","Juste au milieu","Au millieu",15,NA,"Non",1,1,0.810448903247747,1,0.810448903247747,1.6501472611646,"Reformed Protestant noGreenSampling noMission noJehovah","Présente en 2009 et en 2023"
"71",101467,292,228,"2022","Français","CATI","Espace Mittelland","Région linguistique française","Intermédiaire (périurbain dense et centres ruraux)","Commune d’un centre rural",9762,1111,111101,"Eglises nationales protestantes","Eglise évangélique réformée nationale","Chrétiennes établies","Chrétiennes","Protestantes réformées","Protestantes réformées",2013,1900,NA,NA,NA,"Non","Oui","Oui","Propriétaire","Oui",5350,425,55,55,40,"A diminué de 10% ou plus","S'est globalement maintenu",NA,"Oui","Association","Oui","Oui","Oui","Oui","Oui","Homme",52,"Suisse","Suisse","Suisse",NA,"Université, EPF","Suisse d'origine","Oui",NA,"Oui",100,NA,"Oui",5,4,80,30,25,83.3333333333333,3,2,66.6666666666667,"S’est globalement maintenu","S’est globalement maintenu",NA,NA,NA,30,20,1,1,"Oui","Entre une fois par mois et une fois par semaine","Moins d'un mois",75,"Oui",15,"Oui","Cantique/feuilles",15,"Oui","Oui","Oui","Non","Non","Non","Non","Non","Oui","Non","Des bancs","Non","Non","Oui","Oui","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Oui",4,"Oui","Oui",40,"Français","Langue principale est une langue nationale","Oui","Allemand","Pas de troisième langue","Oui","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Au moins une fois par semaine",NA,"Oui",30,"Oui","Oui","Non","Non","Oui","Non","Non","Oui","Oui","Non","Oui","Oui","Oui","Droits d'asile / migration","Environnement",NA,"Non","Non","Oui","Caritas","Greenpeace","Autres","Oui",2021,"De la direction de la communauté","Oui","Oui","Oui","Entraide / développement","Mission","Action sociale en Suisse","Non","Pas de concurrence","Faible concurrence","Forte concurrence","Pas de concurrence","Oui","Non","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Non",NA,NA,"Oui",110000,50,50,5,33,5,NA,NA,15,80,"Hongrie","Afrique subsaharienne","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","De droite","Légèrement de droite","Plus sur l'aile conservatrice","Légèrement conservatrice",50,NA,"Non",1,1,0.35768941142177,1,0.35768941142177,0.133519464801936,"Reformed Protestant greenSampling noMission noJehovah","Présente en 2009 et en 2023"
"72",102167,4012,NA,"2022","Allemand","CATI","Suisse centrale","Région linguistique allemande","Intermédiaire (périurbain dense et centres ruraux)","Commune périurbaine de moyenne densité",4317,1211,121101,"Eglise catholique romaine","Eglise catholique romaine","Chrétiennes établies","Chrétiennes","Catholiques romaines","Catholiques romaines",1998,NA,"Oui",3,3,"Non","Oui","Oui","Propriétaire","Oui",1166.66666666667,233.333333333333,116.666666666667,116.666666666667,116.666666666667,"S'est globalement maintenu","S'est globalement maintenu",NA,"Oui","Association","Oui",NA,"Oui","Oui","Oui","Homme",54,"Suisse","Suisse","Suisse",NA,"Université, EPF","Suisse par acquisition ou par mariage","Oui",NA,"Oui",100,NA,"Oui",1.66666666666667,0.666666666666667,40,10,6.66666666666667,66.6666666666667,1,0.333333333333333,33.3333333333333,"S’est globalement maintenu","A diminué","Non",NA,NA,66.6666666666667,46.6666666666667,3,8,"Non","Pas de célébrations religieuses virtuelles","Moins d'une semaine",60,"Oui",8,"Oui","Cantique/feuilles",15,"Oui","Oui","Non","Non","Non","Non","Non","Non","Oui","Non","Des bancs","Non","Non","Oui","Oui","Non","Oui","Oui","Non","Oui","Oui","Non","Non","Non","Oui",NA,"Oui","Oui",18,"Suisse-Allemand","Langue principale est une langue nationale","Oui","Anglais","Latin","Oui","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Au moins une fois par semaine",NA,"Oui",3.33333333333333,"Non","Oui","Oui","Non","Oui","Oui","Non","Oui","Non","Non","Oui","Oui","Non",NA,NA,NA,"Non","Non","Oui","WWF","Autres","Oeku","Non",NA,NA,"Oui","Oui","Oui","Entraide / développement",NA,NA,"Non","Forte concurrence",NA,"Très forte concurrence","Forte concurrence","Oui","Oui","Non","Oui","Oui","Oui","Oui","Non","Oui","Non",NA,NA,"Oui",1e+05,60,60,NA,NA,NA,60,NA,20,70,"Portugal","Asie","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Non",NA,NA,"Plus sur l'aile libérale","Modérément libérale",NA,5,"Oui",1,1,1.83833531712294,0.74859287054409,1.49397855743132,1.45561770598666,"Catholic noGreenSampling noMission noJehovah","Présente en 2009 et en 2023"
"73",102384,715,213,"2022","Allemand","CATI","Nord-Ouest de la Suisse","Région linguistique allemande","Urbain","Commune urbaine d’une grande agglomération",13503,1111,111101,"Eglises nationales protestantes","Eglise évangélique réformée nationale","Chrétiennes établies","Chrétiennes","Protestantes réformées","Protestantes réformées",2010,1900,NA,NA,NA,"Non","Oui","Oui","Propriétaire","Oui",4700,450,175,175,100,"A diminué de moins de 10%","A diminué de 10% ou plus",NA,"Oui","Association","Oui","Oui","Oui","Oui","Oui","Homme",56,"Allemagne","Nationalité étrangère","Europe de l'Ouest",NA,"Université, EPF",NA,"Oui",NA,"Oui",90,NA,"Oui",14,8,57.1428571428571,30,17,56.6666666666667,0,0,NA,"S’est globalement maintenu","S’est globalement maintenu",NA,NA,NA,200,170,3,2,"Oui","Entre une fois par mois et une fois par semaine","Moins d'une semaine",60,"Oui",17,"Oui","Cantique/feuilles",15,"Oui","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Des chaises","Non","Non","Oui","Oui","Non","Oui","Oui","Non","Oui","Non","Non","Non","Non","Oui",4,"Oui","Oui",50,"Suisse-Allemand","Langue principale est une langue nationale","Non","Pas de deuxième langue","Pas de troisième langue","Oui","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Au moins une fois par semaine",NA,"Oui",100,"Oui","Oui","Oui","Non","Oui","Oui","Oui","Oui","Oui","Non","Non","Non","Non",NA,NA,NA,"Non","Non","Non",NA,NA,NA,"Oui",2019,"De la direction de la communauté","Oui","Oui","Oui","Entraide / développement","Mission","Action sociale en Suisse","Non","Faible concurrence","Faible concurrence","Forte concurrence","Faible concurrence","Oui","Non","Oui","Non","Non","Oui","Oui","Oui","Non","Non",NA,NA,"Oui",NA,66,28.5714285714286,5.71428571428571,8.57142857142857,5,NA,NA,20,60,"Allemagne","Amérique du Nord","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui",NA,NA,"Plus sur l'aile libérale","Fortement libérale",6.85714285714286,NA,"Non",1,1,0.35768941142177,1,0.35768941142177,0.424834660733434,"Reformed Protestant greenSampling noMission noJehovah","Présente en 2009 et en 2023"
"74",102552,5183,NA,"2022","Français","CATI","Région lémanique","Région linguistique française","Urbain","Commune urbaine d'une agglomération moyenne",34710,1211,121101,"Eglise catholique romaine","Eglise catholique romaine","Chrétiennes établies","Chrétiennes","Catholiques romaines","Catholiques romaines",2014,1967,"Oui",5,8,"Non","Oui","Oui","Propriétaire","Non",NA,1500,NA,1800,NA,"A diminué de 10% ou plus","A diminué de moins de 10%",NA,"Non","Association","Oui","Oui","Oui","Oui","Oui","Homme",56,"Côte d'Ivoire","Nationalité étrangère","Afrique subsaharienne",NA,"Université, EPF",NA,"Oui",NA,"Oui",100,NA,"Oui",3,0.2,6.66666666666667,6,3,50,3,1,33.3333333333333,"S’est globalement maintenu","S’est globalement maintenu","Non",NA,NA,NA,NA,2,7,"Non","Pas de célébrations religieuses virtuelles","Moins d'une semaine",60,"Oui",10,"Oui","Par coeur",20,"Oui","Oui","Non","Non","Non","Non","Non","Non","Oui","Non","Des bancs","Non","Non","Oui","Oui","Non","Non","Non","Oui","Oui","Non","Non","Oui","Non","Non",NA,"Oui","Oui",170,"Français","Langue principale est une langue nationale","Oui","Latin","Italien","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Au moins une fois par semaine",NA,"Oui",NA,"Oui","Non","Oui","Oui","Oui","Non","Oui","Oui","Oui","Non","Non","Non","Non",NA,NA,NA,"Non","Non","Non",NA,NA,NA,"Oui",NA,"D'ailleurs","Oui","Oui","Oui","Entraide / développement","Entraide / développement","Action sociale en Suisse","Non","Pas de concurrence","Pas de concurrence","Pas de concurrence","Pas de concurrence","Oui","Oui","Oui","Non","Oui","Oui","Oui","Oui","Oui","Non",NA,NA,"Oui",NA,65,55,17,NA,NA,NA,NA,NA,90,NA,NA,"Oui","Oui","Oui","Oui","Oui","Non","Oui","Oui","Oui","Non","Non",NA,NA,NA,NA,NA,NA,"Oui",1,1,1.83833531712294,1.99624765478424,3.98394281981686,22.4581017495085,"Catholic noGreenSampling noMission noJehovah","Présente en 2009 et en 2023"
"75",102002,3738,NA,"2022","Allemand","CATI","Suisse orientale","Région linguistique allemande","Intermédiaire (périurbain dense et centres ruraux)","Commune d’un centre rural",9100,1211,121101,"Eglise catholique romaine","Eglise catholique romaine","Chrétiennes établies","Chrétiennes","Catholiques romaines","Catholiques romaines",2021,1896,"Oui",3,3,"Non","Oui","Oui","Propriétaire","Oui",1566.66666666667,666.666666666667,100,100,83.3333333333333,NA,NA,NA,"Oui","Association","Oui","Oui","Oui","Oui","Oui","Homme",46,"Inde","Nationalité étrangère","Sous continent indien",NA,"Université, EPF",NA,"Oui",NA,"Oui",100,NA,"Oui",3.33333333333333,0.666666666666667,20,11.6666666666667,6.66666666666667,57.1428571428572,3.33333333333333,1.33333333333333,40,"S’est globalement maintenu","S’est globalement maintenu","Oui",2,1,116.666666666667,93.3333333333333,3,11,"Non","Pas de célébrations religieuses virtuelles","Moins d'une semaine",35,"Oui",2,"Oui","Cantique/feuilles",15,"Oui","Oui","Non","Non","Non","Non","Non","Non","Oui","Non","Des bancs","Non","Non","Oui","Oui","Non","Non","Non","Non","Oui","Oui","Non","Oui",NA,"Oui",6,"Oui","Oui",6.66666666666667,"Allemand","Langue principale est une langue nationale","Oui","Autres","Pas de troisième langue","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Au moins une fois par semaine",NA,"Oui",140,"Oui","Oui","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non",NA,NA,NA,"Non","Non","Non",NA,NA,NA,"Oui",2020,"De la direction de la communauté","Non","Oui","Oui","Entraide / développement","Entraide / développement","Entraide / développement","Non","Pas de concurrence","Pas de concurrence","Faible concurrence","Forte concurrence","Oui","Non","Non","Non","Non","Oui","Oui","Non","Non","Non",5e+06,NA,"Oui",1e+05,80,82,3,20,1,NA,NA,13,78,"Croatie","Asie","Oui","Oui","Oui","Non","Oui","Oui","Oui","Oui","Oui","Oui","Non","Au centre","Au centre","Juste au milieu","Au millieu",NA,3,"Oui",1,1,1.83833531712294,0.74859287054409,1.49397855743132,1.24767231941714,"Catholic noGreenSampling noMission noJehovah","Présente en 2009 et en 2023"
"76",102219,2,313,"2022","Allemand","CATI","Nord-Ouest de la Suisse","Région linguistique allemande","Urbain","Commune urbaine d'une agglomération moyenne",21773,1111,111101,"Eglises nationales protestantes","Eglise évangélique réformée nationale","Chrétiennes établies","Chrétiennes","Protestantes réformées","Protestantes réformées",2000,1531,NA,NA,NA,"Non","Oui","Oui","Propriétaire","Oui",4514,500,200,200,150,"S'est globalement maintenu","A diminué de 10% ou plus",NA,"Oui","Association","Oui","Oui","Non","Oui","Oui","Homme",51,"Suisse","Suisse","Suisse",NA,"Université, EPF","Suisse d'origine","Oui",NA,"Oui",80,NA,"Oui",8,5,62.5,29,NA,NA,2,NA,NA,"A diminué","A diminué",NA,NA,NA,440,NA,1,3,"Oui","Entre une fois par mois et une fois par semaine","Moins d'un mois",60,"Oui",12,"Oui","Cantique/feuilles",20,"Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Des chaises","Non","Non","Oui","Oui","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non",NA,"Oui","Non",100,"Suisse-Allemand","Langue principale est une langue nationale","Oui","Espagnol","Italien","Oui","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Oui","Au moins une fois par semaine",NA,"Oui",40,"Oui","Oui","Non","Oui","Oui","Non","Non","Oui","Oui","Non","Oui","Non","Non",NA,NA,NA,"Non","Non","Non",NA,NA,NA,"Oui",2022,"De la direction de la communauté","Oui","Oui","Oui","Entraide / développement","Mission","Action sociale en Suisse","Non","Faible concurrence","Forte concurrence","Très forte concurrence","Forte concurrence","Oui","Non","Oui","Oui","Non","Oui","Oui","Oui","Oui","Non",4e+06,4e+06,"Oui",NA,65,70,5,40,5,NA,NA,10,85,"Allemagne",NA,"Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Au centre","Au centre","Plus sur l'aile libérale","Modérément libérale",8,NA,"Non",1,1,0.35768941142177,1,0.35768941142177,0.485525326552496,"Reformed Protestant greenSampling noMission noJehovah","Présente en 2009 et en 2023"
"77",100546,997,NA,"2022","Allemand","CATI","Suisse orientale","Région linguistique allemande","Urbain","Commune urbaine d'une agglomération moyenne",24159,1111,111101,"Eglises nationales protestantes","Eglise évangélique réformée nationale","Chrétiennes établies","Chrétiennes","Protestantes réformées","Protestantes réformées",2020,1889,NA,NA,NA,"Non","Oui","Oui","Propriétaire","Oui",5924,4500,150,150,120,"S'est globalement maintenu","S'est globalement maintenu",NA,"Oui","Association","Oui","Oui","Oui","Oui","Oui","Femme",30,"Suisse","Double nationalité","Double nationalité","Europe de l'Ouest","Université, EPF","Suisse d'origine","Oui",NA,"Oui",100,NA,"Oui",11,4,36.3636363636364,28,16,57.1428571428571,5,1,20,"S’est globalement maintenu","A diminué",NA,NA,NA,400,250,9,3,"Oui","Entre une fois par mois et une fois par semaine","Moins d'un mois",75,"Oui",15,"Oui","Cantique/feuilles",30,"Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Des bancs","Non","Non","Oui","Oui","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Oui",10,"Oui","Oui",100,"Suisse-Allemand","Langue principale est une langue nationale","Oui","Anglais","Français","Oui","Oui","Oui","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Oui","Au moins une fois par semaine",NA,"Oui",40,"Oui","Oui","Oui","Oui","Oui","Oui","Non","Oui","Oui","Non","Non","Non","Non",NA,NA,NA,"Non","Non","Non",NA,NA,NA,"Non",NA,NA,"Oui","Oui","Oui","Entraide / développement","Entraide / développement","Action sociale en Suisse","Oui","Faible concurrence","Forte concurrence","Faible concurrence","Forte concurrence","Oui","Oui","Non","Oui","Oui","Oui","Oui","Oui","Oui","Non",4e+06,NA,"Oui",102643,80,70,5,10,5,NA,NA,9,90,"Allemagne",NA,"Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Au centre","Au centre","Plus sur l'aile conservatrice","Légèrement conservatrice",20,NA,"Non",1,1,0.810448903247747,1,0.810448903247747,0.8250736305823,"Reformed Protestant noGreenSampling noMission noJehovah","Présente en 2009 et en 2023"
"78",101848,5142,NA,"2022","Allemand","CATI","Suisse centrale","Région linguistique allemande","Urbain","Commune urbaine d’une petite ou hors agglomération",10458,1211,121101,"Eglise catholique romaine","Eglise catholique romaine","Chrétiennes établies","Chrétiennes","Catholiques romaines","Catholiques romaines",2007,1200,"Oui",3,3,"Oui","Oui","Oui","Propriétaire","Oui",2200,200,100,100,66.6666666666667,"A diminué de moins de 10%","A diminué de 10% ou plus",NA,"Oui","Association","Non","Oui","Oui","Oui","Oui","Femme",53,"Suisse","Suisse","Suisse",NA,"Université, EPF","Suisse d'origine","Oui",NA,"Oui",100,NA,"Oui",2,1,50,11.2450403714736,6.33333333333333,56.3211257951523,2.66666666666667,0.333333333333333,12.5,"A augmenté","S’est globalement maintenu","Oui",1,0,33.3333333333333,26.6666666666667,5,24,"Non","Pas de célébrations religieuses virtuelles","Moins d'une semaine",45,"Oui",6,"Oui","Cantique/feuilles",19,"Oui","Oui","Non","Non","Non","Non","Non","Non","Oui","Non","Des bancs","Non","Non","Oui","Oui","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Non",NA,"Oui","Non",14,"Suisse-Allemand","Langue principale est une langue nationale","Non","Pas de deuxième langue","Pas de troisième langue","Oui","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Au moins une fois par mois",NA,"Non",40,"Oui","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non",NA,NA,NA,"Non","Non","Non",NA,NA,NA,"Oui",2022,"De la direction de la communauté","Oui","Oui","Oui","Entraide / développement","Action sociale en Suisse","Action sociale en Suisse","Non","Faible concurrence","Faible concurrence","Forte concurrence","Faible concurrence","Oui","Oui","Non","Non","Non","Oui","Oui","Non","Oui","Non",1e+06,NA,"Oui",120000,60,80,5,8,5,100,NA,20,80,"Italie",NA,"Oui","Oui","Oui","Oui","Oui","Oui","Non","Oui","Oui","Oui","Non","Au centre","Au centre","Plus sur l'aile libérale","Légèrement libérale",NA,60,"Oui",1,1,1.83833531712294,0.74859287054409,1.49397855743132,1.24767231941714,"Catholic noGreenSampling noMission noJehovah","Présente en 2009 et en 2023"
